metrics_version,corpus_hash,document_id,source_hash,candidate_hash,scorer_config,reference,bertscore_precision,bertscore_recall,bertscore_f1
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,6,2bfc6cbe5fe5d8899bf3d34e0ff2c6cbdbbeab043279fe62354f0f514e859217,327ceb7ea938e2f83c76e7d927660366132bcc0e74c5928a2f0623edfe477281,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",natural,0.9216884970664978,0.9138951301574707,0.9177752733230591
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,6,2bfc6cbe5fe5d8899bf3d34e0ff2c6cbdbbeab043279fe62354f0f514e859217,d9da709568dcd42d0aaceb1ec1757f68213a8766f58bb0bd2c0d610b7e96ce7e,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",strong,0.917600691318512,0.9098990559577942,0.9137336015701294
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,7,6c98462c4358e9952f98017fd88587e63bd94c14d446d1fd04d0d9b09c4c93e0,032b001baee8e3ed938634b418ea0fb29288b062c6e7ad16856b8df5c1bdecc6,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",natural,0.9190141558647156,0.9126381278038025,0.9158150553703308
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,7,6c98462c4358e9952f98017fd88587e63bd94c14d446d1fd04d0d9b09c4c93e0,5a2e5b929e17e5c8edce4d05c1dfa980f8d6f880c06e12b5a00e0b145b14a11f,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",strong,0.9125069975852966,0.9035381078720093,0.9080004096031189
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,9,33d511aa4112dabfea9b7b4d14e783e904eca92cc91d4b2b4d01b1da59ca73f9,28132ba6bc130aa10782733bd443991e3eec71b07652df4293fbcbe038ca92cb,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",natural,0.959890604019165,0.9395560026168823,0.9496144652366638
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,9,33d511aa4112dabfea9b7b4d14e783e904eca92cc91d4b2b4d01b1da59ca73f9,6bb97e6dd1a37200e50404165d932d0a00676b44f03f07f20ebb739035e807eb,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",strong,0.9485934972763062,0.9203512668609619,0.9342589974403381
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,10,0de04a5756de7631a68ed8d5b40eca94081b2fb1931ddb42dcef16203a47a6e9,301c515bb4eb5783ec35bf48c35b68b45ecdeaf4cff71adaae0dc37f81c3356e,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",natural,0.9488986134529114,0.9171754121780396,0.9327673316001892
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,10,0de04a5756de7631a68ed8d5b40eca94081b2fb1931ddb42dcef16203a47a6e9,1c4f3249886944def6675ed9da607a73bb865c129628e19e45a482313a04f943,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",strong,0.9415063858032227,0.9094828367233276,0.9252176284790039
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,12,453f55069097ba670259ba482aa90a13f1c2bd43483eac45652dc8b88b4b6b9e,4fe877327b5c9cbf38230de446d2038cc00a59b74834964cb9ef876a252e6bcd,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",natural,0.9288752675056458,0.9016788005828857,0.9150750041007996
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,12,453f55069097ba670259ba482aa90a13f1c2bd43483eac45652dc8b88b4b6b9e,e47d37fa2a2a0b5f34abdd7929d5cc85141f60134dd4a238e8ed811315ca322b,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",strong,0.925599992275238,0.899986207485199,0.9126134514808655
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,13,e1315c2b3133b7c5a7fb0573791cb50ac0066d85be4f728edf40b03dfe4915d7,9b3d3ba5c40f6a1475a5f89b70f25fd9e3299c965c3acd19f08943984ccefd59,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",natural,0.9292806386947632,0.9028329849243164,0.9158658981323242
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,13,e1315c2b3133b7c5a7fb0573791cb50ac0066d85be4f728edf40b03dfe4915d7,98d6c3b03779219e4471177dd975e6e465869fe6c9b0dfab6accfb4242d62237,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",strong,0.9236663579940796,0.8963314294815063,0.9097936153411865
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,14,7237188deb79711156423fa99c58d51a79b115b36719e74df41c9d6041655b12,0577a76dbd85063e064dc8a4427eadb4701dfcda9f6f779f4da4b07a6487c4a5,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",natural,0.9344139695167542,0.8721015453338623,0.9021831154823303
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,14,7237188deb79711156423fa99c58d51a79b115b36719e74df41c9d6041655b12,3450d41a534631d5a9eb4df61df7e27a38626e46d0f382b4145f452070233e60,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",strong,0.9287756681442261,0.8667018413543701,0.8966657519340515
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,15,2a5134cea088efa7a4782a3c5acce7bbac1bd4f1b6cc7141ec5fff1f1446afac,884c1f7b340b066844256f2e26d13977c6a5d7c3afabd098fa86e4321442fc94,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",natural,0.9465248584747314,0.9184790849685669,0.9322911500930786
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,15,2a5134cea088efa7a4782a3c5acce7bbac1bd4f1b6cc7141ec5fff1f1446afac,0a58a0ff1b3936a9bd1a941b978bf57838f90d79c5bf18f2a32c8dce8e8f661a,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",strong,0.9447643160820007,0.9136738181114197,0.9289590120315552
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,17,2afe32a86ec96fc15a98d4b96387d613c0e8b72f98e2606d3ea2545654dd5dd3,ededeafb519b9f8e8f15694e2db28d4d9b8db5a5256b031489a166a0a86cc130,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",natural,0.9027222990989685,0.8897297382354736,0.8961788415908813
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,17,2afe32a86ec96fc15a98d4b96387d613c0e8b72f98e2606d3ea2545654dd5dd3,6704e2574c0bae60f8be5bd88f89da45aa61823bb5edd2ac17b70dfdd6677ec4,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",strong,0.899448812007904,0.8856852650642395,0.8925139307975769
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,18,3288c61b9f17ea946e91de641c46b524d1a496819efd7d1398b24da20b4e9601,b4182e4e94467ecd4a50244cbc32caf0b3236af6e6fff9588a274bd81cb948bf,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",natural,0.9256184101104736,0.8903385400772095,0.9076357483863831
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,18,3288c61b9f17ea946e91de641c46b524d1a496819efd7d1398b24da20b4e9601,89b8ea4c0d19f80418596f058f589e43eda844c86ca7d83753019c9e43c8cf0d,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",strong,0.9230387210845947,0.8835283517837524,0.9028515219688416
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,19,7fc6af20b65299b38e271942cec694529dcadd268ffe89eaa1f80dcf2205a187,5b9f7ea52f1160a6d529fef4564dab737e9bb51c928616cbd8b7ccad9ae321d0,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",natural,0.9432933330535889,0.9131721258163452,0.9279883503913879
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,19,7fc6af20b65299b38e271942cec694529dcadd268ffe89eaa1f80dcf2205a187,9b772d790ee77d9547af6bc349be91e25b8b11658ca6803da86fba0990a359bd,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",strong,0.9366744160652161,0.8989627361297607,0.9174312353134155
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,20,27141601df07713368fd1be5d137c67fec5eb07e60eaa4fb8e766ddf1657c6d7,0b99af8c8bf94dd4855e06393d0bae27a6ed56724e78e2e0ce33003f98ae1a68,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",natural,0.9522266387939453,0.9088178873062134,0.930016040802002
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,20,27141601df07713368fd1be5d137c67fec5eb07e60eaa4fb8e766ddf1657c6d7,41d95a067e7d29a2a208bf760a0963bd589e8df367ae7754dc27ac6a14c54231,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",strong,0.9463125467300415,0.8963691592216492,0.9206640720367432
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,21,6b2af31dfa24163d474787bc2371214fae76247c2d2641a5386f3711d0143d6e,5ea761dece476e0a529294e656682399d551e62d05e6da3b33d5b174c9a01a67,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",natural,0.9054002165794373,0.8604569435119629,0.8823566436767578
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,21,6b2af31dfa24163d474787bc2371214fae76247c2d2641a5386f3711d0143d6e,5ea761dece476e0a529294e656682399d551e62d05e6da3b33d5b174c9a01a67,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",strong,0.9054002165794373,0.8604569435119629,0.8823566436767578
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,23,0d5d0fdf69f1b16289500ac620ac2af7381ff59c6ea4b3699692bd4db2facc11,cf3d3d407509d7a3c38f69192c24c3460347295bb9835e3ca8327fdfd1f46a94,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",natural,0.9476024508476257,0.9232991337776184,0.9352929592132568
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,23,0d5d0fdf69f1b16289500ac620ac2af7381ff59c6ea4b3699692bd4db2facc11,2627620a37ceca5ddb388bb6fc276dfa37bdd4ce6cfff8b04561507965cdf392,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",strong,0.9394789934158325,0.9065044522285461,0.9226971864700317
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,27,5bedc9e175e7a8b7a186fe2f992a14b2281e394c354e7135149ee20b8865c76a,6f40d278424704634d16fd3fa585a884ed23b532349b681c404149f42a46559d,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",natural,0.9460343718528748,0.9024209976196289,0.9237130880355835
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,27,5bedc9e175e7a8b7a186fe2f992a14b2281e394c354e7135149ee20b8865c76a,08c8f821c65ddbf7caaedc7bcc6017038c41d365cc052fe2c18d37ef1ee02743,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",strong,0.9385972023010254,0.8927090167999268,0.9150782227516174
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,28,a310f56f5f65b18f6d2539d329e4b3a28c1a56e46f800727b219f28524162c85,307db5228f44811847eedb2c0155294f55ffdc96d7f49e2299c67ba20a50e3e8,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",natural,0.9190673828125,0.909179151058197,0.9140965342521667
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,28,a310f56f5f65b18f6d2539d329e4b3a28c1a56e46f800727b219f28524162c85,4a49f75f7c10809c0020303ac9e0ccf84c15e1b80f45422ed33d9803507958cb,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",strong,0.9117075800895691,0.8995586633682251,0.9055924415588379
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,29,3331199055db80ad2401b95320960c6b7c492a5befe84eb0754a673801881107,79aa92b93ef22adc3d67ed6522651cb4accb1d956594a662111ca0a78b2e93ec,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",natural,0.910420835018158,0.8900994062423706,0.9001454710960388
1.0,7c0dee939979842cb9174c0c032b260421ed41056cded2c93436cfa37b819a2a,29,3331199055db80ad2401b95320960c6b7c492a5befe84eb0754a673801881107,b13f674012f0967d7f420dbc544cefc6597e3c2a3198606c05dd5c50bb88eb8f,"{""bert_score_version"": ""0.3.13"", ""device"": ""cpu"", ""idf"": false, ""lang"": ""pt"", ""metrics_version"": ""1.0"", ""model"": ""xlm-roberta-base"", ""num_layers"": 9, ""rescale_with_baseline"": false, ""torch_version"": ""2.2.2"", ""transformers_version"": ""4.44.2""}",strong,0.9024634957313538,0.8787392973899841,0.8904433846473694
